"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Super flattering,"These tights are amazing.
The material feels high quality and the print looks very cute!",5 out of 5,CASSBC,,SWEATY GENERALIST,18-24,SLIM,,,,2019-01-12,1,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Ahhhhhhmazing,Flattering and beautiful on my bootie!,5 out of 5,JANELLEL,"GLENWOOD SPRINGS, CO",SWEATY GENERALIST,35-44,ATHLETIC,,,,2019-01-12,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Love these!,Love these tights! They're compressed/light enough for running. No complaints here! Ordered in my regular size 6.,5 out of 5,JBQ123,"IOWA CITY, IA, USA",SWEATY GENERALIST,35-44,ATHLETIC,,the design,,2019-01-12,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Tights that stand out!,"I just got these tights a couple of weeks ago and have already worn them multiple times for running and Mauy Thai training. I love the bold style and have received compliments on them. They have plenty of stretch to accommodate a wide range of motion and the wide waste band is very comfortable. I would have given them 5 starts, but the 28"" length on my 5'4'' frame is just a little longer than I would prefer and the multiple seems across the thigh which give these tights their unique look, also get a little uncomfortable with all day wear.",4 out of 5,REDRAVYN,"SEATTLE, WA",RUNNER,35-44,ATHLETIC,,great unique style,slightly uncomfortable seems,2019-01-10,0,0,"{'LL_response_content': 'Dear RedRavyn,\n\nThank you for taking the time to review the Channel Your Energy Tight 28"". We want you to know, feedback is at the heart of everything we do and we\'d love to make this experience right for you.\n\nPlease give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!', 'LL_response_date': 'January 11, 2019'}"
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Not my favorite,"I love luxtreme bottoms and was looking for a 7/8 inch tight that actually will fit people with skinny ankles. Every single long pair of tights I have to have altered at least 4 inches and then they are capris and not long tights.
Also, the pattern on the tights would be cute on with someone no curves and a stick figure. It is very unflattering on women with curves (and I wear a size 4).
I love lululemon bottoms and think they are worth the money when I find a Luxetreme Capri/bottom that compliments curvy body types and doesn’t have mesh all over the legs. The all “in the right places” crop is also a total “no go” for ladies with curves (pockets on the size of our thighs makes us look twice as wide).",2 out of 5,ATHLETICMAMA5,TENNESSEE,SWEATY GENERALIST,35-44,CURVY,,,patterns across thighs,2019-01-10,3,0,"{'LL_response_content': 'Dear Athleticmama5,\n\nThank you for taking the time to review the Channel Your Energy Tight 28"". We want you to know, feedback is at the heart of everything we do and we\'d love to make this experience right for you.\n\nPlease give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!', 'LL_response_date': 'January 11, 2019'}"
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Awesome design that flatters your legs,Whoever designed these leggings need a raise! Im bowlegged and these lines were so flattering on me. It really hugs your legs in all the right places. The best part is its in a material that repels lint and animal fur. Lululemon needs to advertise this material to all pet owners.,5 out of 5,ANGELONSILKS,"VANCOUVER, BC",,25-34,LEAN,,design,,2019-01-09,1,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,So flattering and fit is perfect!,"Pants like this are why I fell in love with lululemon in the first place. The lines and seams of these leggings are perfect -- they're so flattering! The sizing is on point -- I struggle sometimes with being between sizes, and I feel like these were made for those of us who are. They are long, but since lululemon offers hemming, I got them shortened to a perfect length for me. My local lululemon store (Merchant's Walk in Huntsville, AL) was so helpful and knowledgeable about the products, and I can't thank them enough for introducing me to these pants! These are quickly becoming some of my favorite leggings to date. Love them! Please make more colors and patterns!",5 out of 5,FASTANDFREEADDICT,"HUNTSVILLE, ALABAMA",SWEATY GENERALIST,25-34,ATHLETIC,,fit,,2019-01-09,0,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,LOVE,Love the look and feel of these. My legs are quite a bit more muscular and shorter than the 5'9 model pictured yet these still look good. I'm 5'4 so the 28 inch inseam is a touch too long - resulting in 'bagginess' around my skinny ankles (but that's a minimal concern.) Great purchase!,5 out of 5,PIVOTETURN,ALBERTA,SWEATY GENERALIST,45-54,ATHLETIC,,love the patterns and seams,,2019-01-05,2,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,Athletic Looking,"I purchased these 2 days ago and love them! At first I thought maybe they were just a bit over the top because they are kinda different looking---But I found that they give you a boost- You look more athletic instantly (its the white lines that contour your legs) and guess what they make you feel that way! (Isn't that what we are striving for?)
When you look at yourself in the mirror with these workout leggings on -- they give you the desire to want to be more energetic in your workout. Everyone is wearing the plain colored leggings black/green/navy/maroon-- which are great --and I have plenty of those....These just set you apart from the rest of the girls in the gym or at Orange Theory!
They are comfy, love the way it fits my booty --they are a wee-bit long for me but they still work and look awesome! 5'5 -127 lbs.",5 out of 5,SUGAR13,UTAH,SWEATY GENERALIST,45-54,ATHLETIC,,,,2018-12-29,12,0,{}
"Channel Your Energy Tight 28""",https://shop.lululemon.com/p/women-pants/Channel-Your-Energy-Tight-28/_/prod9200518?color=0023,4.4 out of 5,2,First Review! LOVE these!,"I bought these pants this morning and already fell in love with them! I have the Fast & Free and Pace Rival and these quickly became my favorite. They feel super light and hold you in tight. I can't say enough about these leggings and was so excited to leave the first review. If you are on the fence, buy these and you won't be disappointed. I'm going to save up for the matching jacket next!!! Awesome product, Lulu!",5 out of 5,HHARRIS,"BENTONVILLE, AR",RUNNER,18-24,ATHLETIC,,tight sensation,,2018-12-26,30,8,{}
